1.132249999999999943e+02,1.603999999999999773e+02,8.635000000000002274e+01,1.189000000000000057e+02,9.920000000000004547e+01,1.655249999999999773e+02,1.844000000000000341e+02,9.719999999999998863e+01,2.220249999999999488e+02,8.132499999999997442e+01,1.102250000000000227e+02,5.612499999999997158e+01,1.518000000000000114e+02,1.443000000000000114e+02,6.922499999999996589e+01,8.802499999999999147e+01,1.755249999999999773e+02,5.412499999999998579e+01,9.225000000000001421e+01,3.602499999999994884e+01,1.847000000000000455e+02,1.773999999999999773e+02,1.001500000000000057e+02,1.553000000000000114e+02,8.019999999999997442e+01,1.059250000000000114e+02,9.487499999999997158e+01,6.375000000000003553e+01,7.879999999999996874e+01,4.952500000000000568e+01,1.697250000000000227e+02,1.566999999999999886e+02
1.664249999999999545e+02,1.195250000000000057e+02,1.115750000000000171e+02,1.288249999999999886e+02,1.515000000000000000e+02,1.146249999999999716e+02,1.027250000000000227e+02,1.433750000000000000e+02,1.514250000000000398e+02,1.278999999999999773e+02,2.125000000000000000e+02,6.662499999999997158e+01,9.730000000000001137e+01,1.323750000000000000e+02,1.217000000000000028e+02,2.065500000000000682e+02,1.307249999999999943e+02,2.016999999999999886e+02,1.193500000000000085e+02,2.058499999999999659e+02,1.354999999999999716e+02,1.666750000000000114e+02,1.249500000000000028e+02,1.404749999999999943e+02,1.197000000000000171e+02,1.947249999999999943e+02,1.734249999999999545e+02,7.080000000000002558e+01,9.540000000000000568e+01,1.796250000000000000e+02,1.978500000000000796e+02,5.447499999999995168e+01
1.400666666666666629e+02,1.338666666666666742e+02,1.758000000000000114e+02,1.695999999999999943e+02,1.596666666666666572e+02,5.233333333333330017e+01,1.161333333333333542e+02,1.926666666666666856e+02,1.062000000000000028e+02,2.340666666666666629e+02,1.176666666666666856e+02,2.180666666666666345e+02,1.672666666666666799e+02,4.773333333333334849e+01,2.063333333333333144e+02,1.861333333333333258e+02,6.839999999999997726e+01,1.631333333333333258e+02,1.651333333333333542e+02,1.715333333333333314e+02,2.030000000000000000e+02,6.420000000000001705e+01,1.986000000000000227e+02,1.781333333333333258e+02,1.427333333333333485e+02,9.746666666666666856e+01,2.018000000000000114e+02,1.927999999999999829e+02,1.222666666666666657e+02,2.138666666666666458e+02,6.653333333333333144e+01,1.027999999999999972e+02
1.063055555555555429e+02,1.875555555555555145e+02,1.762500000000000284e+02,6.599999999999997158e+01,1.788611111111111427e+02,1.341666666666666572e+02,1.112777777777777999e+02,1.559444444444444571e+02,1.030000000000000284e+02,1.631944444444444287e+02,1.337777777777777715e+02,1.698611111111110858e+02,7.727777777777778567e+01,7.622222222222224275e+01,1.297222222222222285e+02,8.116666666666665719e+01,1.330555555555555429e+02,1.418611111111111143e+02,1.982222222222221717e+02,6.574999999999997158e+01,1.848055555555555713e+02,1.262500000000000000e+02,1.514166666666666856e+02,1.500000000000000000e+02,1.177777777777777857e+02,1.590555555555555429e+02,4.941666666666658614e+01,1.553055555555555429e+02,1.824444444444444002e+02,1.684999999999999716e+02,1.614166666666666572e+02,1.408611111111111143e+02
1.295142857142857338e+02,1.274000000000000057e+02,5.314285714285711038e+01,1.435999999999999943e+02,1.116571428571428442e+02,1.499428571428571217e+02,1.520857142857142890e+02,9.705714285714284983e+01,1.730285714285714675e+02,8.294285714285712174e+01,1.243714285714285950e+02,1.765714285714285552e+02,1.841142857142857281e+02,9.388571428571430033e+01,1.469428571428571217e+02,1.746571428571428442e+02,1.859714285714285325e+02,6.808571428571427475e+01,1.574000000000000341e+02,1.528857142857143003e+02,1.812857142857143060e+02,1.405999999999999943e+02,6.877142857142860066e+01,2.153428571428570990e+02,1.088571428571428754e+02,5.114285714285712459e+01,1.341142857142857281e+02,1.628000000000000114e+02,3.834285714285707058e+01,5.948571428571426623e+01,1.300857142857142890e+02,1.021428571428571104e+02
4.384745762711860806e+01,1.923389830508473892e+02,6.072881355932192093e+01,1.784576271186440692e+02,1.385762711864406640e+02,2.066779661016948921e+02,1.626779661016949490e+02,2.078135593220339388e+02,1.665084745762712259e+02,5.667796610169497029e+01,1.055254237288135784e+02,5.035593220338987663e+01,1.194406779661017026e+02,1.986440677966101873e+02,8.208474576271183309e+01,6.452542372881360677e+01,1.760508474576270714e+02,6.435593220338981268e+01,1.499661016949152099e+02,6.622033898305079447e+01,5.262711864406784912e+01,6.150847457627112647e+01,6.959322033898308746e+01,2.233898305084745175e+02,1.317457627118644155e+02,1.071355932203390182e+02,5.083050847457619170e+01,1.196271186440678065e+02,1.069152542372881243e+02,2.574576271186450072e+01,1.134406779661017026e+02,1.764745762711864074e+02
8.059523809523810201e+01,3.126190476190467393e+01,1.330952380952381020e+02,1.185000000000000142e+02,9.319047619047620401e+01,1.770238095238094616e+02,2.090476190476190652e+02,7.064285714285713880e+01,1.660952380952381304e+02,5.111904761904764882e+01,1.258809523809523938e+02,6.461904761904759198e+01,1.392380952380952408e+02,9.783333333333334281e+01,1.177142857142857224e+02,9.171428571428570820e+01,1.040238095238094900e+02,7.785714285714283278e+01,5.830952380952381731e+01,5.666666666666662877e+01,1.150714285714285694e+02,1.803809523809523512e+02,5.780952380952385283e+01,1.068571428571428044e+02,7.469047619047617559e+01,1.573571428571428612e+02,5.923809523809516975e+01,5.457142857142859782e+01,1.558095238095237960e+02,1.404999999999999716e+02,9.507142857142861203e+01,1.398571428571428612e+02
1.164193548387096655e+02,9.222580645161289681e+01,1.424193548387096939e+02,2.122903225806451815e+02,8.312903225806454088e+01,3.654838709677414954e+01,1.215806451612903345e+02,1.493548387096774377e+02,5.654838709677423481e+01,1.521935483870967687e+02,2.145161290322580783e+02,1.539354838709677438e+02,8.622580645161291102e+01,1.204516129032258220e+02,1.066451612903225907e+02,7.899999999999998579e+01,1.519354838709677438e+02,2.219677419354838435e+02,1.004516129032258078e+02,2.094193548387096371e+02,1.497096774193548185e+02,1.635806451612903345e+02,6.764516129032261915e+01,1.785806451612903345e+02,2.085483870967741495e+02,2.193225806451612812e+02,1.926451612903225339e+02,1.323548387096774377e+02,8.596774193548385767e+01,1.849677419354838435e+02,8.390322580645164408e+01,1.288064516129032313e+02
1.162692307692307736e+02,9.057692307692303757e+01,7.488461538461535838e+01,1.977307692307692264e+02,5.484615384615382538e+01,1.734615384615384244e+02,8.525000000000002842e+01,1.056730769230769198e+02,1.628076923076923492e+02,8.211538461538458478e+01,2.025961538461538680e+02,5.640384615384616041e+01,8.840384615384616041e+01,1.943076923076923208e+02,5.094230769230766498e+01,1.514230769230769340e+02,2.008269230769230944e+02,1.985961538461538112e+02,1.645961538461538112e+02,1.912115384615383959e+02,8.884615384615386802e+01,1.055576923076923066e+02,8.790384615384617462e+01,2.034615384615384244e+02,1.819807692307691980e+02,2.079615384615383959e+02,1.369807692307692264e+02,7.926923076923080203e+01,4.136538461538454214e+01,6.228846153846155431e+01,6.917307692307699085e+01,7.280769230769226397e+01
3.163414634146337789e+01,9.490243902439021895e+01,1.431219512195121979e+02,1.842926829268292579e+02,1.020000000000000000e+02,1.909024390243901905e+02,1.889024390243902758e+02,9.004878048780486210e+01,1.484390243902439295e+02,1.426097560975609611e+02,1.242439024390243958e+02,5.839024390243901763e+01,1.606829268292682968e+02,1.887804878048780779e+02,8.531707317073168895e+01,6.912195121951216947e+01,1.934634146341463179e+02,1.019512195121951095e+02,8.078048780487807790e+01,1.423414634146341484e+02,9.409756097560975263e+01,1.772195121951219221e+02,6.809756097560980947e+01,2.124390243902438442e+02,8.573170731707313053e+01,3.965853658536580895e+01,1.769512195121950811e+02,1.372926829268292579e+02,1.450731707317073074e+02,7.275609756097557579e+01,8.200000000000005684e+01,1.674878048780487347e+02
9.863999999999998636e+01,1.833999999999999204e+02,1.919599999999999227e+02,1.491599999999999966e+02,2.309599999999999511e+02,1.492199999999999989e+02,1.899400000000000261e+02,1.872200000000000273e+02,1.357199999999999989e+02,1.514599999999999795e+02,7.640000000000001990e+01,1.806800000000000637e+02,1.199000000000000057e+02,1.980000000000000284e+02,1.743999999999999773e+02,7.939999999999997726e+01,1.744399999999999693e+02,6.641999999999998749e+01,1.635999999999999375e+02,1.241400000000000148e+02,1.793000000000000398e+02,9.499999999999997158e+01,1.777400000000000375e+02,2.109999999999999716e+02,6.433999999999994657e+01,4.915999999999996817e+01,1.651599999999999682e+02,2.254600000000000364e+02,1.591199999999999477e+02,1.039599999999999795e+02,1.896400000000000716e+02,2.034999999999999432e+02
7.228125000000001421e+01,1.676249999999999716e+02,1.860000000000000284e+02,1.862187500000000000e+02,1.713125000000000284e+02,1.321875000000000000e+02,7.500000000000001421e+01,1.797187500000000000e+02,7.359375000000004263e+01,9.159374999999998579e+01,1.626562500000000284e+02,1.873125000000000000e+02,1.653437500000000000e+02,1.321250000000000000e+02,1.751249999999999716e+02,8.846875000000000000e+01,1.353437500000000000e+02,2.016562500000000000e+02,1.618437500000000284e+02,1.598125000000000000e+02,9.243749999999997158e+01,8.912500000000000000e+01,1.043750000000000000e+02,1.955937499999999716e+02,2.019374999999999432e+02,1.389062500000000000e+02,1.770937500000000000e+02,2.092812500000000284e+02,1.625937500000000000e+02,1.958749999999999716e+02,1.436875000000000000e+02,1.082499999999999574e+02
1.561666666666666288e+02,8.018749999999994316e+01,1.732083333333333428e+02,1.708124999999999716e+02,4.789583333333331439e+01,6.156249999999995737e+01,1.582083333333333712e+02,7.318750000000002842e+01,9.929166666666668561e+01,1.932500000000000568e+02,1.542083333333333428e+02,1.528124999999999716e+02,1.634583333333333428e+02,8.925000000000002842e+01,1.273333333333333428e+02,8.029166666666664298e+01,1.033958333333333002e+02,1.672916666666666572e+02,7.675000000000002842e+01,1.674791666666666288e+02,1.810000000000000568e+02,2.008541666666666288e+02,1.476250000000000284e+02,1.300208333333333144e+02,1.511458333333333428e+02,1.138749999999999716e+02,2.196874999999999432e+02,1.288958333333333428e+02,9.668749999999998579e+01,2.035208333333333997e+02,8.412500000000005684e+01,1.171666666666666572e+02
9.348648648648648418e+01,2.108378378378377533e+02,1.042972972972973196e+02,8.800000000000000000e+01,1.482162162162161962e+02,1.611351351351351013e+02,1.613513513513513544e+02,1.650810810810810949e+02,7.859459459459463915e+01,1.488108108108107785e+02,8.191891891891893351e+01,2.161351351351351866e+02,1.354864864864864842e+02,9.245945945945948097e+01,2.018648648648648418e+02,1.180810810810810949e+02,7.770270270270268043e+01,4.845945945945943834e+01,1.313783783783783861e+02,8.016216216216213297e+01,2.005945945945946391e+02,8.602702702702700321e+01,1.465135135135135727e+02,1.406486486486486172e+02,8.102702702702700321e+01,5.024324324324322788e+01,8.275675675675671528e+01,2.092162162162162531e+02,1.005675675675675649e+02,1.476756756756756488e+02,1.231891891891891930e+02,1.968378378378378102e+02
1.195675675675675649e+02,1.051351351351351298e+02,1.601351351351351582e+02,1.769999999999999716e+02,1.612702702702702879e+02,5.083783783783779597e+01,8.537837837837838606e+01,1.168918918918919019e+02,1.362432432432432563e+02,1.765945945945945823e+02,1.390540540540540633e+02,1.468648648648648418e+02,1.897567567567567153e+02,1.645405405405405759e+02,1.420000000000000000e+02,1.965675675675676075e+02,1.842972972972972627e+02,1.670810810810810665e+02,1.438108108108108354e+02,1.579459459459459651e+02,1.420270270270270032e+02,1.371621621621621614e+02,1.755405405405405759e+02,1.578918918918919019e+02,1.890270270270269748e+02,2.027837837837837469e+02,2.011351351351350445e+02,1.417027027027027088e+02,1.419189189189189051e+02,1.655675675675675222e+02,1.555945945945945823e+02,5.878378378378373270e+01
1.109642857142857082e+02,1.280714285714285836e+02,1.858214285714285836e+02,1.888928571428571104e+02,1.001785714285714164e+02,7.442857142857138797e+01,1.087857142857143060e+02,7.703571428571427759e+01,4.803571428571430602e+01,1.241071428571428612e+02,7.496428571428573662e+01,1.634285714285714448e+02,1.033214285714285836e+02,1.472142857142857224e+02,1.125000000000000142e+02,1.374642857142856940e+02,9.914285714285711038e+01,1.737142857142856940e+02,1.236785714285714306e+02,1.267857142857142918e+02,5.017857142857145902e+01,5.010714285714281857e+01,1.795000000000000568e+02,1.863928571428571388e+02,1.213928571428571530e+02,1.580357142857142776e+02,1.531785714285714164e+02,1.665357142857142776e+02,9.700000000000000000e+01,1.957857142857142492e+02,6.621428571428576504e+01,1.402142857142857224e+02
6.112500000000000000e+01,5.715624999999992895e+01,2.010937500000000000e+02,8.937500000000002842e+01,1.864062500000000568e+02,1.333437500000000000e+02,2.141250000000000000e+02,8.849999999999998579e+01,1.308437500000000000e+02,1.900312500000000000e+02,1.114687500000000142e+02,5.574999999999997868e+01,6.693750000000000000e+01,2.056562500000000000e+02,1.870312499999999716e+02,1.281250000000000000e+02,1.782812499999999716e+02,1.059374999999999716e+02,7.418750000000002842e+01,9.556250000000000000e+01,1.344062500000000000e+02,1.927812499999999716e+02,1.485937500000000284e+02,1.619062500000000000e+02,5.478124999999995737e+01,8.640625000000000000e+01,1.382812500000000000e+02,8.171875000000000000e+01,1.926249999999999432e+02,1.374062500000000000e+02,1.892500000000000568e+02,1.672499999999999716e+02
1.152857142857142776e+02,1.912142857142856371e+02,9.388095238095240802e+01,1.733333333333333144e+02,1.070238095238095184e+02,8.783333333333328596e+01,1.922857142857143060e+02,2.047142857142857224e+02,6.814285714285713880e+01,5.807142857142858361e+01,2.028333333333333428e+02,1.819761904761904816e+02,1.210238095238095326e+02,7.909523809523811622e+01,1.233809523809523796e+02,7.869047619047617559e+01,1.248571428571428328e+02,1.465476190476190368e+02,6.633333333333335702e+01,1.937857142857142492e+02,2.066666666666666856e+02,1.057857142857143060e+02,7.735714285714288962e+01,1.935952380952380736e+02,1.212380952380952550e+02,8.073809523809524080e+01,1.951190476190475351e+02,1.494761904761904816e+02,7.980952380952376757e+01,1.539047619047618696e+02,2.075000000000000853e+02,1.575238095238094900e+02
5.317499999999997584e+01,1.759249999999999545e+02,8.940000000000001990e+01,1.162250000000000369e+02,1.923999999999999773e+02,1.816999999999999602e+02,1.356750000000000114e+02,2.018000000000000114e+02,6.850000000000002842e+01,4.652500000000001990e+01,1.522750000000000057e+02,6.742499999999998295e+01,8.452500000000000568e+01,1.951500000000000341e+02,9.154999999999998295e+01,6.914999999999997726e+01,1.492750000000000057e+02,8.577499999999997726e+01,5.049999999999998579e+01,8.084999999999996589e+01,8.520000000000001705e+01,1.006750000000000114e+02,1.216500000000000057e+02,8.819999999999996021e+01,8.539999999999997726e+01,1.304999999999999716e+02,5.594999999999993179e+01,1.350500000000000114e+02,1.736499999999999204e+02,6.727499999999997726e+01,1.829250000000000682e+02,1.795249999999999773e+02
6.653061224489793801e+01,1.361020408163265358e+02,1.883877551020407850e+02,2.027959183673469283e+02,1.801020408163265643e+02,1.480408163265306030e+02,2.024285714285714448e+02,1.964693877551020478e+02,9.638775510204085606e+01,1.482040816326530432e+02,1.785714285714286120e+02,5.357142857142859071e+01,7.187755102040813426e+01,1.916734693877551194e+02,1.092244897959183731e+02,6.089795918367348548e+01,1.741020408163264790e+02,2.146530612244897611e+02,4.267346938775504839e+01,1.825306122448979522e+02,8.118367346938777018e+01,1.567551020408163254e+02,1.272244897959183731e+02,1.943469387755101820e+02,9.814285714285711038e+01,9.565306122448980375e+01,1.677755102040815700e+02,1.210000000000000000e+02,1.809387755102040387e+02,1.124693877551020336e+02,1.740816326530612912e+02,1.523469387755101820e+02
7.202631578947369917e+01,1.125263157894736850e+02,1.468947368421052886e+02,1.009210526315789735e+02,1.424736842105263008e+02,9.421052631578945125e+01,1.972631578947368496e+02,1.317631578947368496e+02,1.321052631578947398e+02,1.357894736842105203e+02,9.628947368421054875e+01,1.498684210526315610e+02,1.857368421052631220e+02,6.713157894736843900e+01,1.734210526315789025e+02,1.961842105263158373e+02,1.115789473684210122e+02,8.547368421052630083e+01,8.202631578947369917e+01,1.849473684210526017e+02,1.842105263157894797e+02,2.021315789473683822e+02,8.818421052631580892e+01,2.052105263157894228e+02,4.386842105263153258e+01,5.976315789473683537e+01,2.119736842105262440e+02,1.467894736842105203e+02,1.175526315789473699e+02,1.846315789473684106e+02,1.624210526315789593e+02,1.709210526315789025e+02
5.749999999999997158e+01,1.497380952380952408e+02,1.347142857142857224e+02,1.840952380952381304e+02,1.909523809523809348e+02,7.140476190476185536e+01,1.682619047619047876e+02,1.819761904761904248e+02,1.446428571428571388e+02,6.673809523809521238e+01,1.109523809523809632e+02,5.909523809523806648e+01,1.784761904761904816e+02,1.965476190476190652e+02,1.415952380952380736e+02,1.726904761904762609e+02,2.078095238095238244e+02,6.659523809523807358e+01,8.297619047619049581e+01,7.857142857142854098e+01,1.209285714285714306e+02,1.009761904761904532e+02,1.046428571428571388e+02,2.086666666666666288e+02,7.709523809523807358e+01,1.433571428571428612e+02,1.124047619047618980e+02,8.876190476190475920e+01,1.365714285714285836e+02,1.305000000000000000e+02,1.601428571428571388e+02,1.381428571428571388e+02
9.969696969696968836e+01,6.309090909090905086e+01,1.071818181818182012e+02,2.006060606060606233e+02,5.309090909090910770e+01,1.410303030303030312e+02,1.150909090909091219e+02,1.042727272727272947e+02,9.960606060606063750e+01,5.451515151515149427e+01,1.920909090909091219e+02,4.451515151515150137e+01,6.175757575757576490e+01,1.448484848484848442e+02,4.278787878787875343e+01,7.278787878787876764e+01,1.194242424242424079e+02,1.728484848484848158e+02,7.139393939393940514e+01,1.684545454545454675e+02,5.709090909090912191e+01,1.448787878787878753e+02,5.372727272727276926e+01,1.348181818181817846e+02,1.896666666666666288e+02,1.886060606060606233e+02,4.030303030303022638e+01,4.103030303030305959e+01,1.523636363636363740e+02,9.924242424242423510e+01,7.942424242424249314e+01,8.063636363636359761e+01
1.138749999999999858e+02,9.441666666666662877e+01,2.095624999999999147e+02,1.123541666666667140e+02,1.202500000000000000e+02,7.114583333333328596e+01,1.075000000000000284e+02,9.856249999999994316e+01,1.423541666666667140e+02,1.987500000000000568e+02,1.266458333333333428e+02,6.997916666666664298e+01,1.820416666666666288e+02,6.056250000000001421e+01,1.471666666666666572e+02,8.587499999999998579e+01,8.447916666666668561e+01,1.592291666666666572e+02,1.096875000000000000e+02,8.247916666666662877e+01,1.554375000000000000e+02,2.018333333333332575e+02,1.997916666666667140e+02,3.402083333333328596e+01,1.881458333333332860e+02,1.973750000000000000e+02,1.005624999999999858e+02,6.343750000000003553e+01,1.646874999999999432e+02,2.038958333333333997e+02,1.066875000000000142e+02,9.756249999999997158e+01
